times,counts
-3,3
-2,5
-1,8
0,5
1,17
2,13
3,17
4,13
5,16
6,15
7,21
8,17
9,23
10,28
11,20
12,24
13,32
14,35
15,29
16,28
17,25
18,37
19,25
20,39
21,30
22,32
23,37
24,22
25,40
26,37
27,34
28,40
29,37
30,35
31,31
32,42
33,30
34,24
35,44
36,35
37,35
38,32
39,30
40,45
41,43
42,32
43,52
44,45
45,47
46,47
47,38
48,39
49,51
50,44
51,52
52,51
53,45
54,50
55,45
56,50
57,40
58,37
59,44
60,36
61,41
62,44
63,57
64,61
65,45
66,39
67,42
68,56
69,31
70,41
71,46
72,47
73,47
74,47
75,63
76,37
77,50
78,42
79,49
80,46
81,53
82,42
83,40
84,52
85,55
86,47
87,40
88,51
89,55
90,45
91,55
92,44
93,48
94,39
95,42
96,33
97,47
98,49
99,37
100,23
101,22
102,13
103,5
104,2
105,4
107,1
